地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2023/02/20,08:56:56.3,宮城県沖,38°18.0′N,141°34.8′E,55 km,3.8,震度１
2023/02/20,03:55:43.5,十勝地方中部,42°46.8′N,143°11.7′E,118 km,4.9,震度３
2023/02/19,17:50:18.7,福島県沖,37°06.5′N,141°06.8′E,52 km,4.0,震度３
2023/02/19,17:40:33.7,宮城県沖,38°20.8′N,141°39.7′E,52 km,3.4,震度１
2023/02/18,04:08:41.4,北海道東方沖,43°45.0′N,147°08.5′E,0 km,4.4,震度１
2023/02/17,19:38:46.1,福岡県北西沖,34°04.1′N,130°24.7′E,16 km,4.3,震度３
2023/02/17,12:59:47.9,岩手県沖,40°06.6′N,142°24.7′E,5 km,4.4,震度２
2023/02/17,10:46:33.3,沖縄本島近海,26°32.9′N,128°44.5′E,24 km,5.3,震度２
2023/02/17,06:18:00.2,長野県南部,35°32.1′N,138°01.0′E,16 km,2.8,震度１
2023/02/16,08:21:18.4,瀬戸内海中部,34°15.9′N,133°00.9′E,14 km,2.5,震度１
2023/02/15,10:27:16.9,宮城県沖,38°44.7′N,142°13.0′E,45 km,4.0,震度２
2023/02/15,08:28:33.0,福島県沖,37°04.4′N,141°13.5′E,59 km,3.6,震度１
2023/02/14,23:01:49.7,新潟県下越沖,37°53.0′N,138°39.0′E,20 km,3.8,震度２
2023/02/14,11:11:37.3,富山県東部,36°28.3′N,137°36.0′E,0 km,2.8,震度１
2023/02/14,03:18:55.4,釧路沖,42°29.0′N,145°04.0′E,26 km,4.7,震度２
2023/02/14,03:05:12.0,千葉県東方沖,35°36.9′N,140°47.9′E,15 km,3.0,震度１
2023/02/14,02:24:44.2,熊本県熊本地方,32°45.8′N,130°44.7′E,10 km,2.5,震度１
2023/02/14,01:41:54.6,千葉県北西部,35°38.4′N,140°04.0′E,70 km,3.2,震度１
2023/02/13,20:43:25.1,種子島近海,30°13.7′N,130°35.4′E,50 km,3.4,震度１
2023/02/13,10:02:42.5,福島県沖,37°42.7′N,141°32.2′E,54 km,4.8,震度３
2023/02/13,05:44:22.8,秋田県内陸南部,39°40.2′N,140°43.7′E,7 km,3.5,震度２
2023/02/13,03:44:32.1,岩手県沿岸北部,40°23.1′N,141°43.9′E,107 km,4.0,震度１
2023/02/13,01:13:48.0,父島近海,26°27.2′N,141°54.9′E,52 km,不明,震度１
2023/02/12,22:46:11.8,豊後水道,33°04.1′N,132°04.2′E,13 km,3.6,震度２
2023/02/12,15:46:18.6,岡山県北部,35°08.0′N,134°19.5′E,6 km,2.6,震度１
2023/02/11,19:57:51.7,熊本県熊本地方,32°45.7′N,130°46.0′E,8 km,2.1,震度１
2023/02/11,19:41:10.9,熊本県熊本地方,32°45.8′N,130°46.0′E,8 km,2.9,震度２
2023/02/11,16:38:00.4,熊本県熊本地方,32°45.8′N,130°44.8′E,11 km,3.3,震度３
2023/02/11,12:16:35.0,根室半島南東沖,43°07.5′N,146°11.1′E,44 km,3.6,震度１
2023/02/11,02:25:52.8,石川県能登地方,37°31.9′N,137°17.5′E,12 km,2.6,震度１
2023/02/10,17:05:13.7,新島・神津島近海,34°28.1′N,139°14.6′E,10 km,2.3,震度１
2023/02/10,11:01:28.1,鳥取県西部,35°19.2′N,133°18.0′E,11 km,3.6,震度２
2023/02/10,05:14:28.1,群馬県南部,36°32.7′N,139°23.3′E,6 km,2.7,震度１
2023/02/10,03:30:22.5,宗谷地方北部,45°03.3′N,141°43.7′E,287 km,4.7,震度１
2023/02/09,22:16:21.7,長野県南部,35°53.1′N,137°36.7′E,6 km,2.7,震度２
2023/02/09,19:23:11.4,青森県東方沖,40°57.3′N,142°55.3′E,25 km,4.1,震度１
2023/02/09,18:01:35.4,宮城県北部,38°37.2′N,141°26.5′E,104 km,3.5,震度１
2023/02/09,16:19:41.1,熊本県熊本地方,32°45.4′N,130°52.8′E,10 km,3.9,震度３
2023/02/09,14:59:09.6,和歌山県北部,34°02.2′N,135°17.9′E,9 km,2.9,震度２
2023/02/09,03:16:34.5,浦河沖,42°06.5′N,142°46.8′E,43 km,3.6,震度１
2023/02/09,00:33:09.1,岐阜県美濃中西部,35°34.8′N,136°25.0′E,9 km,2.5,震度１
2023/02/08,21:30:14.5,留萌地方中北部,44°49.4′N,141°50.2′E,24 km,3.4,震度３
2023/02/08,19:33:24.3,和歌山県北部,34°04.6′N,135°09.8′E,9 km,2.2,震度１
2023/02/08,18:02:22.6,熊本県熊本地方,32°44.9′N,130°43.8′E,10 km,2.3,震度１
2023/02/08,17:26:04.2,石川県能登地方,37°30.5′N,137°12.4′E,12 km,2.9,震度１
2023/02/08,15:47:48.8,栃木県北部,36°39.1′N,139°27.9′E,4 km,2.5,震度１
2023/02/08,15:39:00.7,釧路沖,42°57.2′N,145°27.1′E,46 km,4.3,震度２
2023/02/07,20:42:28.0,石垣島近海,24°21.4′N,124°08.3′E,45 km,3.8,震度１
2023/02/07,18:41:05.8,茨城県北部,36°34.4′N,140°17.5′E,107 km,3.8,震度２
2023/02/07,09:58:37.5,和歌山県北部,34°05.5′N,135°15.2′E,6 km,2.5,震度１
2023/02/07,07:50:52.2,日向灘,32°01.8′N,131°58.4′E,24 km,3.4,震度１
2023/02/07,01:55:03.4,福島県沖,37°41.7′N,141°31.3′E,54 km,3.7,震度１
2023/02/06,14:21:49.9,静岡県伊豆地方,34°58.8′N,139°01.8′E,3 km,1.7,震度１
2023/02/06,05:52:15.3,熊本県熊本地方,32°42.1′N,130°42.0′E,13 km,2.9,震度２
2023/02/06,03:53:01.7,福島県沖,37°32.1′N,141°26.1′E,53 km,3.8,震度１
2023/02/05,16:13:25.0,埼玉県南部,35°55.8′N,139°48.1′E,82 km,3.3,震度１
2023/02/03,02:58:24.3,宮城県沖,38°39.0′N,141°48.4′E,48 km,3.8,震度２
2023/02/03,01:33:46.6,父島近海,27°00.5′N,142°21.2′E,77 km,3.8,震度１
2023/02/02,18:18:23.2,宮城県沖,38°54.6′N,142°06.8′E,44 km,3.4,震度１
2023/02/02,11:57:19.5,根室半島南東沖,43°21.1′N,146°01.2′E,93 km,3.9,震度１
2023/02/01,08:58:16.1,沖縄本島近海,26°31.7′N,127°05.5′E,75 km,3.1,震度１
2023/01/31,04:15:43.4,宮城県沖,37°51.0′N,142°00.2′E,36 km,4.3,震度２
2023/01/30,18:16:34.3,富山県西部,36°27.3′N,136°48.8′E,13 km,3.4,震度２
2023/01/30,09:32:10.1,栃木県南部,36°20.7′N,139°54.3′E,75 km,3.6,震度１
2023/01/29,21:19:47.6,神奈川県西部,35°21.0′N,139°14.6′E,144 km,4.9,震度３
2023/01/29,12:07:20.8,茨城県北部,36°15.9′N,140°28.3′E,52 km,2.7,震度１
2023/01/29,09:18:56.1,和歌山県北部,33°57.5′N,135°09.1′E,7 km,2.7,震度１
2023/01/27,15:03:43.1,福島県沖,37°49.0′N,141°35.6′E,53 km,4.0,震度２
2023/01/27,13:50:59.9,岐阜県美濃中西部,35°17.5′N,136°28.4′E,7 km,2.8,震度１
2023/01/27,13:49:53.9,岐阜県美濃中西部,35°17.4′N,136°28.4′E,8 km,3.0,震度１
2023/01/27,13:28:05.4,福島県沖,37°07.8′N,141°26.4′E,43 km,3.6,震度１
2023/01/27,10:51:28.3,父島近海,26°59.3′N,142°37.4′E,64 km,不明,震度１
2023/01/26,10:51:08.5,神奈川県東部,35°23.7′N,139°21.0′E,21 km,2.5,震度１
2023/01/25,22:26:04.3,有明海,32°47.7′N,130°32.8′E,11 km,3.0,震度１
2023/01/25,19:18:02.6,石川県能登地方,37°30.9′N,137°15.0′E,11 km,2.9,震度１
2023/01/25,14:17:44.2,茨城県南部,36°06.4′N,139°52.3′E,48 km,3.6,震度２
2023/01/25,10:00:50.8,福島県沖,37°35.4′N,141°34.8′E,55 km,5.1,震度４
2023/01/25,07:57:55.0,伊予灘,33°43.1′N,132°36.3′E,41 km,3.1,震度１
2023/01/24,06:28:14.7,茨城県北部,36°46.3′N,140°34.4′E,9 km,2.8,震度１
2023/01/24,05:02:14.2,茨城県北部,36°26.9′N,140°36.6′E,55 km,3.3,震度１
2023/01/24,04:57:01.1,熊本県熊本地方,32°42.6′N,130°37.8′E,12 km,2.4,震度１
2023/01/23,18:02:42.7,奄美大島近海,28°07.8′N,129°11.6′E,31 km,3.2,震度１
2023/01/23,13:35:07.6,宮古島近海,24°16.4′N,125°10.6′E,35 km,4.3,震度１
2023/01/22,23:27:58.5,能登半島沖,37°32.0′N,137°18.2′E,12 km,2.7,震度１
2023/01/22,22:16:22.4,根室半島南東沖,42°40.7′N,146°34.4′E,36 km,4.2,震度１
2023/01/22,13:40:42.8,石川県能登地方,37°29.8′N,137°18.0′E,11 km,2.7,震度１
2023/01/22,11:13:25.8,有明海,32°44.4′N,130°35.5′E,12 km,2.8,震度１
2023/01/22,10:58:56.3,奄美大島近海,28°06.2′N,130°22.7′E,35 km,3.6,震度２
2023/01/22,09:22:11.3,宮城県沖,38°32.4′N,141°43.3′E,53 km,3.5,震度１
2023/01/22,00:25:36.3,石川県能登地方,37°29.6′N,137°17.1′E,11 km,2.1,震度１
2023/01/21,22:41:08.8,茨城県北部,36°23.1′N,140°37.5′E,53 km,3.6,震度２
2023/01/21,20:14:29.2,福島県沖,37°08.7′N,141°30.2′E,41 km,4.0,震度２
2023/01/21,14:18:23.4,熊本県阿蘇地方,32°59.1′N,131°06.8′E,7 km,2.7,震度１
2023/01/21,12:07:26.6,奄美大島北東沖,29°20.8′N,129°54.4′E,50 km,3.5,震度１
2023/01/21,03:05:40.5,福島県沖,37°41.5′N,141°37.0′E,60 km,4.3,震度２
2023/01/20,20:13:49.3,岩手県内陸南部,38°53.1′N,141°04.2′E,125 km,3.8,震度１
2023/01/20,19:16:27.0,父島近海,26°58.6′N,142°37.9′E,65 km,4.0,震度１
2023/01/20,14:48:27.3,宮城県沖,38°52.9′N,142°05.6′E,46 km,5.0,震度３
2023/01/20,07:29:28.7,広島県北部,35°01.7′N,132°53.9′E,11 km,3.3,震度２
2023/01/20,01:11:01.7,茨城県沖,36°29.4′N,140°52.8′E,29 km,2.9,震度１
2023/01/19,21:24:38.5,青森県東方沖,41°15.8′N,142°38.3′E,28 km,3.8,震度１
2023/01/19,17:07:00.2,福島県沖,37°27.6′N,141°32.9′E,46 km,3.5,震度１
2023/01/19,16:28:24.6,茨城県沖,36°26.6′N,141°10.5′E,38 km,3.8,震度１
2023/01/19,15:30:46.5,日向灘,32°28.0′N,132°03.1′E,34 km,3.6,震度１
2023/01/19,10:41:40.7,父島近海,26°08.1′N,143°20.1′E,15 km,4.7,震度１
2023/01/18,18:54:27.9,宮古島近海,24°51.3′N,124°59.9′E,11 km,3.6,震度１
2023/01/18,14:29:51.0,宮城県沖,38°14.2′N,141°43.1′E,52 km,3.3,震度１
2023/01/18,13:33:22.2,宮古島近海,24°51.1′N,124°59.7′E,14 km,4.6,震度３
2023/01/18,13:14:09.5,新潟県上中越沖,37°10.0′N,138°10.6′E,11 km,2.3,震度１
2023/01/18,12:26:33.6,宮古島近海,24°48.3′N,125°23.2′E,50 km,4.2,震度２
2023/01/18,11:46:16.4,和歌山県北部,33°55.4′N,135°08.8′E,6 km,2.3,震度１
2023/01/18,03:16:24.6,上川地方中部,43°57.8′N,142°21.2′E,0 km,3.3,震度２
2023/01/18,01:34:32.1,岩手県沿岸北部,39°45.5′N,141°49.9′E,58 km,3.3,震度１
2023/01/17,21:59:28.0,種子島南東沖,30°00.4′N,131°16.8′E,24 km,4.3,震度１
2023/01/17,16:37:55.0,上川地方北部,43°58.1′N,142°20.9′E,0 km,4.5,震度３
2023/01/17,10:26:50.1,宮崎県北部山沿い,32°28.3′N,131°28.8′E,15 km,2.5,震度１
2023/01/17,10:22:39.8,宮崎県北部山沿い,32°28.2′N,131°28.8′E,15 km,2.9,震度１
2023/01/17,02:14:55.7,上川地方北部,43°58.0′N,142°21.0′E,0 km,2.6,震度１
2023/01/16,21:10:23.7,釧路地方中南部,43°19.6′N,144°30.3′E,122 km,3.8,震度１
2023/01/16,13:49:50.8,小笠原諸島西方沖,28°58.8′N,139°44.0′E,422 km,5.9,震度３
2023/01/16,12:17:22.7,周防灘,33°54.8′N,131°19.0′E,12 km,3.1,震度２
2023/01/16,03:37:56.0,トカラ列島近海,29°36.1′N,129°37.8′E,13 km,2.5,震度１
2023/01/16,02:00:24.0,沖縄本島近海,26°17.5′N,126°56.7′E,62 km,3.4,震度１
2023/01/16,01:25:25.9,青森県東方沖,41°06.1′N,142°26.1′E,46 km,4.5,震度２
2023/01/15,22:42:55.1,石川県能登地方,37°30.2′N,137°17.0′E,13 km,2.2,震度１
2023/01/15,20:50:44.4,茨城県南部,36°00.4′N,140°09.2′E,61 km,3.3,震度１
2023/01/15,20:37:33.3,宮古島近海,25°06.8′N,125°50.8′E,30 km,5.3,震度２
2023/01/15,13:42:12.9,鳥島近海,29°55.6′N,139°28.5′E,410 km,5.4,震度１
2023/01/15,10:09:41.3,熊本県阿蘇地方,32°59.0′N,131°06.9′E,7 km,2.9,震度２
2023/01/15,08:49:09.6,宮崎県北部山沿い,32°28.2′N,131°28.7′E,15 km,2.6,震度１
2023/01/15,08:11:04.0,トカラ列島近海,29°35.9′N,129°40.8′E,13 km,2.5,震度１
2023/01/15,04:10:51.4,トカラ列島近海,29°36.4′N,129°38.9′E,14 km,2.2,震度１
2023/01/15,04:05:37.9,トカラ列島近海,29°37.9′N,129°36.3′E,12 km,3.4,震度２
2023/01/14,20:50:15.8,奄美大島近海,27°34.2′N,128°51.1′E,17 km,3.5,震度２
2023/01/14,16:59:38.3,トカラ列島近海,29°37.7′N,129°34.2′E,12 km,2.1,震度１
2023/01/14,14:31:36.7,上川地方中部,43°57.7′N,142°21.3′E,0 km,2.7,震度１
2023/01/14,10:22:32.8,石川県能登地方,37°29.9′N,137°16.6′E,14 km,3.5,震度２
2023/01/14,04:38:34.0,茨城県南部,36°01.1′N,140°23.4′E,32 km,3.1,震度１
2023/01/14,02:29:54.2,茨城県南部,36°00.2′N,140°16.0′E,41 km,3.2,震度１
2023/01/14,02:16:35.9,トカラ列島近海,29°37.3′N,129°37.8′E,12 km,2.6,震度１
2023/01/14,00:02:36.8,台湾付近,23°56.6′N,122°20.2′E,23 km,4.9,震度１
2023/01/13,20:01:31.9,石川県能登地方,37°27.9′N,137°16.0′E,9 km,3.0,震度２
2023/01/13,15:22:08.4,紀伊水道,34°07.3′N,135°06.7′E,8 km,2.6,震度１
2023/01/13,06:13:59.8,石川県能登地方,37°30.0′N,137°16.5′E,13 km,4.1,震度２
2023/01/13,04:04:48.5,青森県東方沖,40°40.2′N,142°09.4′E,53 km,3.4,震度１
2023/01/13,03:58:39.9,茨城県沖,36°26.0′N,140°39.4′E,53 km,3.4,震度２
2023/01/13,00:22:00.4,上川地方中部,43°57.8′N,142°21.1′E,0 km,3.1,震度２
2023/01/12,21:11:19.2,新島・神津島近海,34°16.5′N,139°14.6′E,10 km,2.3,震度１
2023/01/12,20:56:53.4,新島・神津島近海,34°16.4′N,139°15.2′E,9 km,2.4,震度１
2023/01/12,20:40:20.6,岩手県内陸北部,40°08.7′N,141°20.9′E,88 km,2.9,震度１
2023/01/12,15:46:56.7,苫小牧沖,42°12.1′N,141°16.4′E,104 km,3.6,震度１
2023/01/12,11:18:53.2,和歌山県北部,34°13.2′N,135°09.4′E,5 km,1.6,震度１
2023/01/12,10:59:07.6,新島・神津島近海,34°16.4′N,139°15.1′E,9 km,2.4,震度１
2023/01/12,10:55:29.4,新島・神津島近海,34°16.4′N,139°15.2′E,9 km,2.2,震度１
2023/01/12,09:37:41.2,奄美大島近海,28°29.2′N,129°26.9′E,16 km,3.4,震度１
2023/01/12,01:19:40.0,千葉県東方沖,35°25.4′N,141°01.8′E,26 km,4.7,震度２
2023/01/11,16:24:28.5,宮城県北部,38°53.8′N,141°37.3′E,77 km,3.6,震度１
2023/01/11,12:19:45.0,神奈川県西部,35°25.5′N,139°04.0′E,13 km,4.1,震度３
2023/01/11,11:23:07.2,石川県能登地方,37°27.9′N,137°16.1′E,8 km,2.1,震度１
2023/01/11,03:22:40.5,福島県中通り,37°04.4′N,140°26.9′E,8 km,2.7,震度１
2023/01/10,17:56:21.7,岩手県沖,39°06.4′N,142°07.4′E,45 km,3.4,震度１
2023/01/10,17:04:44.2,宮城県沖,38°37.3′N,141°54.0′E,47 km,3.8,震度１
2023/01/09,21:28:46.8,釧路沖,42°56.1′N,145°11.2′E,85 km,3.7,震度１
2023/01/08,13:16:40.2,茨城県沖,36°44.7′N,140°55.2′E,55 km,3.5,震度２
2023/01/08,10:16:24.8,福島県沖,37°02.2′N,141°23.7′E,40 km,4.6,震度３
2023/01/07,23:42:36.6,福島県沖,37°23.6′N,141°37.9′E,44 km,4.5,震度２
2023/01/07,07:56:23.4,浦河沖,42°02.4′N,142°34.5′E,63 km,3.6,震度１
2023/01/07,07:27:31.1,釧路沖,42°18.6′N,144°55.1′E,33 km,4.2,震度１
2023/01/07,07:09:46.0,福島県会津,37°02.0′N,139°21.6′E,6 km,1.6,震度１
2023/01/06,23:53:15.6,石川県能登地方,37°29.5′N,137°13.0′E,12 km,3.9,震度３
2023/01/06,15:41:32.1,福島県沖,37°48.4′N,141°46.3′E,67 km,3.8,震度１
2023/01/06,13:44:04.2,石川県能登地方,37°30.3′N,137°16.4′E,13 km,4.5,震度４
2023/01/06,10:41:52.1,宮城県沖,38°19.5′N,141°34.2′E,56 km,3.5,震度１
2023/01/06,06:23:35.4,和歌山県北部,34°07.7′N,135°21.2′E,6 km,1.9,震度１
2023/01/06,05:21:54.6,千葉県北東部,35°52.0′N,140°27.0′E,46 km,3.0,震度１
2023/01/05,18:36:36.8,石川県能登地方,37°31.1′N,137°17.1′E,12 km,3.1,震度１
2023/01/05,16:53:33.2,浦河沖,42°07.7′N,142°06.8′E,115 km,4.0,震度１
2023/01/04,23:39:23.0,茨城県南部,36°12.8′N,139°47.5′E,57 km,2.9,震度１
2023/01/04,19:45:56.2,上川地方北部,44°53.4′N,142°07.2′E,0 km,3.1,震度１
2023/01/04,19:18:47.4,宮崎県南部山沿い,31°55.8′N,131°00.9′E,7 km,2.6,震度２
2023/01/04,16:18:51.9,岐阜県飛騨地方,36°03.2′N,137°26.1′E,3 km,2.0,震度１
2023/01/04,08:19:50.3,宮城県沖,38°49.0′N,141°59.8′E,46 km,3.3,震度１
2023/01/04,06:34:51.1,福井県嶺北,35°55.3′N,136°43.5′E,11 km,2.6,震度１
2023/01/03,16:08:35.4,岩手県沖,40°08.8′N,142°36.9′E,37 km,5.1,震度３
2023/01/03,14:22:49.7,広島県南西部,34°16.9′N,132°33.0′E,19 km,2.7,震度１
2023/01/03,12:54:47.7,千葉県東方沖,35°38.8′N,141°01.5′E,26 km,4.2,震度１
2023/01/03,03:47:26.4,茨城県南部,36°02.6′N,139°54.6′E,87 km,4.0,震度２
2023/01/03,03:22:50.2,千島列島,45°16.4′N,150°39.1′E,117 km,5.4,震度１
2023/01/03,00:37:14.2,日向灘,31°48.8′N,131°36.4′E,33 km,3.5,震度２
2023/01/02,14:20:35.2,浦河沖,41°59.5′N,142°31.5′E,66 km,4.2,震度２
2023/01/01,22:59:10.5,奄美大島近海,28°08.5′N,129°30.0′E,37 km,3.5,震度１
2023/01/01,03:06:33.4,岐阜県美濃中西部,35°44.6′N,136°49.2′E,10 km,2.9,震度１
2022/12/31,15:51:04.0,和歌山県北部,34°01.7′N,135°14.3′E,4 km,1.2,震度１
2022/12/31,12:49:26.3,青森県下北地方,41°08.6′N,141°20.3′E,8 km,2.5,震度１
2022/12/31,12:11:18.7,福島県沖,37°42.0′N,141°33.8′E,53 km,3.8,震度１
2022/12/31,07:03:57.7,和歌山県北部,34°05.7′N,135°11.6′E,4 km,2.1,震度１
2022/12/31,01:44:54.0,父島近海,26°51.0′N,142°44.0′E,51 km,4.4,震度１
2022/12/30,23:10:07.4,茨城県南部,36°08.6′N,139°50.3′E,53 km,3.9,震度２
2022/12/30,15:45:04.9,紀伊水道,33°43.0′N,134°57.6′E,40 km,3.4,震度１
2022/12/30,10:18:36.9,大阪府北部,34°56.2′N,135°31.9′E,15 km,2.8,震度１
2022/12/30,05:26:48.7,群馬県南部,36°16.8′N,138°50.2′E,10 km,2.1,震度１
2022/12/30,04:28:41.4,徳島県南部,33°54.6′N,134°22.9′E,6 km,2.6,震度１
2022/12/29,22:43:38.8,与那国島近海,23°59.6′N,122°38.2′E,29 km,4.3,震度１
2022/12/29,22:22:26.6,種子島近海,30°38.1′N,131°20.9′E,32 km,3.6,震度１
2022/12/29,17:21:16.6,石川県能登地方,37°31.7′N,137°17.9′E,12 km,3.6,震度２
2022/12/29,17:02:07.6,大阪府北部,34°56.1′N,135°31.9′E,15 km,3.5,震度２
2022/12/29,09:36:03.2,奄美大島北東沖,29°14.9′N,130°35.7′E,70 km,4.8,震度２
2022/12/29,04:11:03.1,天草灘,32°32.7′N,129°53.4′E,15 km,3.1,震度１
2022/12/29,01:47:10.0,高知県東部,33°32.8′N,133°56.6′E,35 km,4.4,震度３
2022/12/28,23:14:53.8,根室半島南東沖,43°18.3′N,145°53.1′E,93 km,3.8,震度１
2022/12/28,03:51:16.7,福島県沖,37°45.6′N,141°47.8′E,55 km,4.6,震度２
2022/12/27,23:48:13.5,宮城県沖,38°23.2′N,141°39.6′E,64 km,3.8,震度１
2022/12/27,19:55:09.0,栃木県北部,36°55.8′N,139°43.4′E,6 km,3.0,震度２
2022/12/27,09:09:33.6,千葉県南部,35°18.5′N,139°58.0′E,74 km,4.0,震度２
2022/12/27,08:44:35.4,福島県沖,37°43.3′N,141°50.0′E,44 km,4.1,震度２
2022/12/27,02:43:44.9,石川県能登地方,37°29.8′N,137°13.9′E,12 km,2.5,震度１
2022/12/26,10:27:46.0,京都府北部,35°37.3′N,135°01.9′E,12 km,2.9,震度１
2022/12/26,04:37:20.1,内浦湾,42°22.6′N,140°20.2′E,15 km,3.3,震度２
2022/12/25,22:19:08.1,石川県能登地方,37°27.6′N,137°15.7′E,8 km,1.9,震度１
2022/12/25,20:23:33.9,紀伊水道,34°07.6′N,135°07.1′E,8 km,3.4,震度３
2022/12/25,13:28:49.2,福島県中通り,37°00.9′N,140°23.5′E,112 km,3.2,震度１
2022/12/25,02:12:25.7,福島県沖,37°51.6′N,141°35.0′E,49 km,3.7,震度１
2022/12/24,22:55:54.1,父島近海,26°50.7′N,142°40.8′E,54 km,不明,震度１
2022/12/24,17:35:39.2,小笠原諸島西方沖,28°11.9′N,139°06.4′E,542 km,5.2,震度１
2022/12/24,16:51:10.4,渡島地方西部,41°26.0′N,140°09.6′E,8 km,2.8,震度１
2022/12/24,01:34:01.8,千葉県北東部,35°52.1′N,140°28.8′E,37 km,3.5,震度２
2022/12/23,23:54:26.0,和歌山県北部,34°05.6′N,135°08.8′E,5 km,1.8,震度１
2022/12/23,01:39:59.1,津軽海峡,41°34.6′N,140°37.2′E,13 km,3.7,震度２
2022/12/22,19:28:47.1,東京湾,35°39.4′N,139°56.8′E,85 km,3.3,震度１
2022/12/22,18:48:05.7,宮崎県北部山沿い,32°49.8′N,131°29.1′E,68 km,3.1,震度１
2022/12/22,17:44:28.7,千葉県南部,35°09.2′N,140°09.3′E,15 km,3.0,震度１
2022/12/22,17:36:19.2,千葉県南部,35°08.6′N,140°09.7′E,15 km,2.7,震度１
2022/12/22,17:28:57.1,千葉県南部,35°08.6′N,140°09.5′E,15 km,3.0,震度１
2022/12/22,10:49:52.6,橘湾,32°40.3′N,130°02.6′E,14 km,3.0,震度１
2022/12/22,10:43:43.3,橘湾,32°40.3′N,130°02.4′E,14 km,3.4,震度２
2022/12/22,10:26:42.6,熊本県天草・芦北地方,32°19.2′N,130°28.1′E,12 km,2.3,震度１
2022/12/21,22:27:40.5,和歌山県北部,34°14.5′N,135°26.3′E,6 km,3.3,震度２
2022/12/21,04:56:48.2,新島・神津島近海,34°26.8′N,139°17.1′E,10 km,4.1,震度３
2022/12/21,04:49:11.9,新島・神津島近海,34°26.8′N,139°17.0′E,9 km,2.1,震度１
2022/12/21,04:35:01.6,能登半島沖,37°32.0′N,137°17.9′E,12 km,2.8,震度１
2022/12/21,03:57:45.3,埼玉県南部,35°58.8′N,139°26.4′E,103 km,3.2,震度１
2022/12/21,00:00:36.0,新島・神津島近海,34°26.9′N,139°16.7′E,10 km,3.8,震度２
2022/12/20,23:47:19.7,長野県北部,36°49.2′N,138°05.3′E,2 km,2.1,震度１
2022/12/20,17:54:44.2,宮崎県北部山沿い,32°28.2′N,131°28.7′E,15 km,3.3,震度１
2022/12/20,16:22:36.8,種子島近海,30°24.6′N,131°12.0′E,30 km,3.6,震度１
2022/12/19,18:32:33.3,熊本県熊本地方,32°29.4′N,130°42.7′E,11 km,3.0,震度１
2022/12/19,00:18:26.0,種子島近海,30°21.5′N,131°15.7′E,30 km,3.8,震度１
2022/12/19,00:02:03.9,千葉県北東部,35°22.7′N,140°20.7′E,27 km,4.1,震度４
2022/12/18,23:19:38.2,種子島近海,30°22.5′N,131°15.2′E,31 km,4.8,震度２
2022/12/18,21:47:23.8,青森県西方沖,40°56.7′N,139°20.6′E,17 km,3.8,震度１
2022/12/18,16:01:51.9,沖縄本島北西沖,26°48.0′N,126°36.8′E,108 km,4.9,震度２
2022/12/18,14:45:38.5,伊勢湾,34°42.2′N,136°52.8′E,13 km,3.4,震度２
2022/12/18,03:07:52.8,日向灘,31°49.8′N,131°37.1′E,32 km,4.1,震度２
2022/12/18,03:06:03.2,日向灘,31°47.3′N,131°38.0′E,34 km,5.4,震度４
2022/12/18,00:53:58.4,石川県能登地方,37°27.1′N,137°08.3′E,13 km,3.9,震度３
2022/12/16,21:22:49.5,紀伊水道,34°10.1′N,135°10.0′E,7 km,3.1,震度２
2022/12/16,12:08:49.0,宮古島近海,24°20.1′N,125°13.4′E,36 km,4.1,震度１
2022/12/16,09:25:11.5,千葉県北西部,36°04.0′N,139°48.0′E,79 km,4.3,震度３
2022/12/16,08:48:02.7,三陸沖,40°23.3′N,143°20.4′E,13 km,4.8,震度１
2022/12/16,04:53:08.7,上川地方北部,44°51.2′N,142°05.7′E,0 km,3.2,震度１
2022/12/16,03:07:17.5,和歌山県南部,33°42.1′N,135°48.6′E,34 km,3.2,震度１
2022/12/15,15:58:47.9,後志地方西部,42°42.9′N,140°19.7′E,12 km,3.6,震度２
2022/12/15,13:50:18.5,後志地方西部,42°42.6′N,140°19.7′E,12 km,3.2,震度２
2022/12/15,13:30:41.9,後志地方西部,42°42.8′N,140°19.2′E,13 km,4.3,震度３
2022/12/15,12:54:06.9,宮城県北部,38°44.0′N,141°05.4′E,121 km,3.4,震度１
2022/12/15,08:40:29.3,茨城県北部,36°38.9′N,140°36.4′E,9 km,2.8,震度２
2022/12/15,04:24:11.3,岩手県沖,39°38.7′N,142°06.4′E,48 km,3.2,震度１
2022/12/14,23:19:47.3,駿河湾,34°46.4′N,138°33.5′E,20 km,2.9,震度１
2022/12/14,10:59:47.5,宮古島近海,24°54.4′N,125°39.3′E,49 km,3.8,震度１
2022/12/14,07:55:49.2,福島県沖,37°47.3′N,141°36.2′E,55 km,4.1,震度１
2022/12/14,07:37:35.1,長野県南部,35°48.6′N,137°27.6′E,6 km,2.8,震度２
2022/12/14,04:13:42.8,奄美大島近海,27°34.4′N,129°24.9′E,33 km,3.3,震度１
2022/12/14,00:08:50.7,宮城県沖,38°26.0′N,142°06.5′E,29 km,4.0,震度１
2022/12/13,23:25:20.3,奄美大島近海,27°36.0′N,129°24.8′E,37 km,6.0,震度４
2022/12/13,20:01:56.2,石川県能登地方,37°30.5′N,137°17.9′E,14 km,2.8,震度１
