#START7777
#--------------------------------------------------------------------------------------------------
#  지진정보  [입력인수형태][예] ?tm=201108070100&disp=1&help=1
#--------------------------------------------------------------------------------------------------
#  1. TP     : 3(국내지진통보), 2(국외지진정보)
#  2. TM_FC  : 발표시간
#  3. SEQ    : 발표일련번호
#  4. TM_EQK : 진앙시(년월일시분초)
#  5. MSC    : 진앙시(초 미만)
#  6. MT     : 규모
#  7. LAT    : 진앙 위도 (deg.)
#  8. LON    : 진앙 경도 (deg.)
#  9. LOC    : 진앙 위치
# 10. INT    : 진도
# 11. REM    : 참고사항
# 12. COR    : 수정사항
#--------------------------------------------------------------------------------------------------
#TP        TM_FC SEQ         TM_EQK.MSC  MT       LAT       LON LOC,INT,REM,COR,=
  2 201704151747 170 20170415171941.000 6.2  -23.2400  -67.6500 칠레 칼라마 동남동쪽 157km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.\n국내영향없음\n,,=
  3 201704162143 172 20170416213921.000 2.2   36.7000  125.1800 충남 태안군 서격렬비도 서북서쪽 33km 해역,,피해 없을 것으로 예상함,,=
  3 201704180120 175 20170418011744.000 2.0   35.7600  129.1800 경북 경주시 남남서쪽 9km 지역,,9.12 지진의 여진임.\n피해 없을 것으로 예상함\n,,=
  3 201704181739 177 20170418173638.000 2.1   35.5000  128.8800 경남 밀양시 동쪽 12km 지역,,피해 없을 것으로 예상함,,=
  2 201704190533 179 20170419024955.000 6.0   -2.7300  -75.3100 페루 이키토스 북서쪽 255km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.\n국내영향없음\n,,=
  3 201704201603 181 20170420160021.000 3.2   33.7700  127.2800 전남 여수시 거문도 남쪽 29km 해역,,피해 없을 것으로 예상함.,,=
  2 201704250701 184 20170425063825.000 7.1  -33.0600  -72.0400 칠레 발파라이소 서쪽 39km 해역,,위 자료는 미지질조사소(USGS) 분석결과임.\n국내영향없음\n,,=
  3 201704280557 189 20170428055429.000 2.9   33.3300  127.8500 제주 서귀포시 성산 동쪽 90km 해역,,피해 없을 것으로 예상함,,=
  3 201704281122 191 20170428111923.000 2.1   36.6000  128.8100 경북 안동시 동북동쪽 8km 지역,,피해 없을 것으로 예상함,,=
  2 201704292140  15 20170429213200.000 5.7   30.8000  131.5000 일본 미야자키현(규슈) 미야타키 남쪽 123km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201704301110  19 20170430105723.000 6.0   21.4300  121.8500 대만 카오슝 남동쪽 210km 해역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  2 201704302349  22 20170430234200.000 5.5   42.3000  143.1000 일본 홋카이도 구시로 남서쪽 129km 지역,,국내영향없음. \n위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201705012155  28 20170501213154.000 6.2   59.8400 -136.7000 미국 알래스카 앵커리지 동남동쪽 738km ,,국내영향없음. \n위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201705012341  30 20170501231815.000 6.3   59.7400 -136.7000 미국 알래스카 앵커리지 동남동쪽 743km 지역,,국내영향없음. \n위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201705040111  50 20170504010827.000 2.6   36.6100  129.4400 경북 영덕군 북북동쪽 22km 해역,,지진피해 없을 것으로 예상됨,,=
  3 201705042148  56 20170504214623.000 2.4   36.7400  128.1000 경북 문경시 북북서쪽 18km 지역,,지진피해 없을 것으로 예상됨,,=
  3 201705050006  55 20170505000255.000 2.0   36.7300  128.1000 경북 문경시 북북서쪽 18km 지역,,지진피해 없을 것으로 예상됨,,=
  3 201705052318  67 20170505231621.000 3.0   35.3200  127.4300 전남 구례군 북북서쪽 13km 지역,,,,=
  2 201705091102  83 20170509105400.000 6.4   24.2000  126.5000 일본 오키나와현 오키나와 남남서쪽 253km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201705101409  99 20170510140647.000 2.5   35.8800  126.1900 전북 부안군 위도 북북서쪽 32km 해역,,지진피해 없을 것으로 예상됨,,=
  3 201705102234 104 20170510223114.000 2.1   36.6100  129.4500 경북 영덕군 북북동쪽 23km 해역,,지진피해 없을 것으로 예상됨,,=
  3 201705131841 118 20170513183723.000 2.8   36.6100  129.4400 경북 영덕군 북북동쪽 23km 해역,,지진피해 없을 것으로 예상됨,,=
  2 201705160840 138 20170516081254.000 5.7   23.2500  121.4700 대만 카오슝 동북동쪽 145km 해역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  3 201705162011 143 20170516200649.000 2.1   36.8500  124.5500 충남 태안군 서격렬비도 서북서쪽 92km 해역,,지진피해 없을 것으로 예상됨.,,=
  3 201705162332 145 20170516232902.000 2.2   36.6000  128.9200 경북 안동시 동북동쪽 17km 지역,,지진피해 없을 것으로 예상됨.,,=
  3 201705201633 173 20170520162902.000 2.0   35.9200  128.2700 경북 성주군 북서쪽 1km 지역,,지진피해 없을 것으로 예상됨,,=
  3 201705202231 176 20170520222933.000 2.9   37.7300  129.6200 강원 동해시 동북동쪽 50km 해역,,지진피해 없을 것으로 예상됨,,=
  3 201705251124 205 20170525112007.000 3.0   36.9600  124.4000 충남 태안군 서격렬비도 서북서쪽 109km 해역,,지진피해 없을 것으로 예상됨,,=
  3 201705281549 220 20170528154738.000 2.7   35.6700  129.5600 울산 북구 동북동쪽 20km 해역,,지진피해 없을 것으로 예상됨,,=
  2 201705292354 222 20170529233520.000 6.6   -1.2700  120.4800 인도네시아 팔루 남동쪽 83km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201706040519 259 20170604051611.000 2.1   36.8300  128.1000 충북 충주시 남동쪽 24km 지역,,지진피해 없을 것으로 예상됨,,=
  3 201706111818 298 20170611181653.000 2.0   37.2800  129.2100 강원 삼척시 남남동쪽 19km 지역,,지진피해 없을 것으로 예상됨,,=
  3 201706112035 299 20170611203152.000 2.5   35.7700  129.1700 경북 경주시 남남서쪽 9km 지역,,지진피해 없을 것으로 예상됨,,=
  3 201706130804 313 20170613080151.000 2.1   35.7400  129.1800 경북 경주시 남남서쪽 11km 지역,,지진피해 없을 것으로 예상됨,,=
  3 201706140252 319 20170614024347.000 2.2   38.3400  126.1400 황해북도 평산 서쪽 22km 지역,,자연지진으로 분석됨\n지진피해 없을 것으로 예상됨,,=
  2 201706141646 325 20170614162903.000 7.0   14.9000  -92.0000 과테말라 산 파블로 북서쪽 2km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201706151700 336 20170615165624.000 2.4   36.5400  125.0700 충남 태안군 서격렬비도 서쪽 42km 해역,,지진피해 없을 것으로 예상됨,,=
  3 201706171432 347 20170617143009.000 2.3   33.3800  127.2100 제주 서귀포시 성산 동쪽 30km 해역,,지진피해 없을 것으로 예상됨,,=
  3 201706201105 365 20170620110237.000 2.0   35.8500  129.0800 경북 경주시 서쪽 12km 지역,,지진피해 없을 것으로 예상됨,,=
  2 201706250710 424 20170625070200.000 5.7   35.9000  137.6000 일본 야마나시현(혼슈) 고후 서북서쪽 91km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201706272020 455 20170627201718.000 2.0   35.7700  129.2000 경북 경주시 남남서쪽 8km 지역,,9.12 지진의 여진임.\n피해 없을 것으로 예상함,,=
  3 201706281325 469 20170628130017.000 2.7   40.0000  125.8100 평안북도 영변 북쪽 22km 지역,,자연지진으로 분석됨,,=
  2 201707012356 512 20170701234500.000 5.3   42.8000  141.9000 일본 홋카이도 삿포로 동남동쪽 53km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201707051920 564 20170705191730.000 2.5   35.9900  127.9700 경북 김천시 남서쪽 21km 지역,최대진도Ⅱ(경북),지진피해 없을 것으로 예상됨,,=
  3 201707060604 568 20170706060026.000 2.4   36.0000  127.9400 경북 김천시 남서쪽 22km 지역,최대진도Ⅲ(경북),지진피해 없을 것으로 예상됨,,=
  2 201707061715 584 20170706170403.000 6.9   11.1500  124.8000 필리핀 세부 북동쪽 134km 지역,,국내영향 없음. \n위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201707090012 604 20170708234515.000 2.8   40.5900  127.0200 북한 자강도 용림 동북동쪽 23km 지역,최대진도Ⅰ,자연지진으로 분석됨,,=
  3 201707090346 608 20170709034348.000 2.6   33.5100  125.7300 제주 제주시 고산 서북서쪽 47km 해역,최대진도Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201707130501 648 20170713044900.000 6.3   40.9000  131.8000 북한 함경북도 나진 남동쪽 194km 해역,,국내영향없음. \n위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201707180849 693 20170718083418.000 7.4   54.1900  169.1700 러시아 클류치 동남동쪽 580km 해역,,국내영향없음. \n위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201707181036 694 20170718103105.000 2.7   37.6900  126.1900 인천 강화군 서남서쪽 27km 해역,최대진도Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 201707191026 712 20170719102335.000 2.2   33.7700  126.1200 제주 제주시 북서쪽 48km 해역,최대진도Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201707200919 731 20170720091100.000 5.6   37.3000  141.6000 일본 후쿠시마현(혼슈) 후쿠시마 동남동쪽 112km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201707201442 734 20170720143847.000 2.0   37.3900  129.5400 강원 삼척시 동남동쪽 33km 해역,최대진도Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201707240053 775 20170724003600.000 5.7   40.1000  143.5000 일본 이와테현 모리오카 동북동쪽 205km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201707261942 833 20170726193300.000 5.6   26.9000  130.2000 일본 오키나와현 오키나와 동북동쪽 262km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201707280910 875 20170728085900.000 5.6   29.2000  142.2000 일본 가나가와현(혼슈) 요코하마 남남동쪽 735km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201708020211 977 20170802020200.000 5.5   36.8000  140.6000 일본 이바라키현(혼슈) 미토 북북동쪽 50km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201708042038 993 20170804201941.000 5.8   24.1900  123.9900 대만 타이베이 동남동쪽 269km 해역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  3 201708072118   8 20170807205309.000 2.6   38.7000  125.6300 북한 황해북도 송림 남남서쪽 4km 지역,최대진도Ⅰ,자연지진으로 분석됨. 지진피해 없을 것으로 예상됨.,,=
  2 201708082240  17 20170808221900.000 7.0   33.2000  103.8200 중국 쓰촨성 북쪽 310km 지역,,국내영향없음. 위 자료는 중국지진국(CEA) 분석결과임.,,=
  2 201708090854  24 20170809082700.000 6.6   44.2700   82.8900 중국 신장 위구르 우르무치시 서북서쪽 약382km 지역,,국내영향없음. 위 자료는 중국지진국(CEA) 분석결과임.,,=
  3 201708091357  26 20170809135343.000 2.7   33.8700  125.5200 전남 신안군 흑산면 남쪽 87km 해역,최대진도Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201708111453  48 20170811142825.000 6.2   14.0100  120.7100 필리핀 마닐라 남서쪽 74km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201708152158  67 20170815213210.000 2.6   38.7300  125.6700 북한 황해북도 송림 동쪽 3km 지역,최대진도Ⅰ,자연지진으로 분석됨. 지진피해 없을 것으로 예상됨,,=
  3 201708160104  68 20170816003523.000 2.5   38.7300  125.6900 북한 황해북도 송림 동쪽 5km 지역,최대진도Ⅰ,자연지진으로 분석됨. 지진피해 없을 것으로 예상됨,,=
  2 201708162159  79 20170816215100.000 5.7   28.7000  127.9000 일본 오키나와현 오키나와 북쪽 278km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201708210201 106 20170821013016.000 2.1   38.8200  126.1300 북한 평양 동남동쪽 39km 지역,최대진도Ⅰ,자연지진으로 분석됨. 지진피해 없을 것으로 예상됨.,,=
  3 201708292212 191 20170829220649.000 2.4   35.3100  125.3600 전남 영광군 안마도 서쪽 61km 해역,최대진도Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 201709010601 229 20170901055730.000 2.1   36.4200  127.2100 충남 공주시 동남동쪽 9km 지역,최대진도Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 201709071501 288 20170907145807.000 2.9   37.6000  125.3400 인천 옹진군 연평도 서남서쪽 33km 해역,,지진피해 없을 것으로 예상됨,,=
  2 201709080235 297 20170908022700.000 6.1   28.0000  140.6000 일본 시즈오카현(혼슈) 시즈오카 남남동쪽 804km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201709081404 303 20170908134917.000 8.0   14.9000  -94.0300 멕시코 멕시코시티 남동쪽 724km 해역,,국내영향없음. \n위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201709082230 318 20170908222300.000 5.3   39.5000  140.4000 일본 아키타현(혼슈) 아키타 남동쪽 35km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201709101750 324 20170910174400.000 5.7   41.7000  142.9000 일본 홋카이도 구시로 남서쪽 188km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201709111733 332 20170911172557.000 3.2   35.2900  124.1600 전남 신안군 흑산면 서북서쪽 139km 해역,최대진도Ⅱ(전북),지진피해 없을 것으로 예상됨,,=
  2 201709120248 334 20170912023500.000 5.9   24.1000  142.5000 일본 시즈오카현(혼슈) 시즈오카 남남동쪽 1273km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201709160138 362 20170916013406.000 2.2   34.2500  127.1300 전남 여수시 거문도 북서쪽 29km 해역,최대진도Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201709200350 384 20170920031439.000 7.1   18.5800  -98.4000 멕시코 멕시코시티 남동쪽 122km 지역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201709202342 391 20170920232956.000 5.7   23.3300  121.7600 대만 카오슝 동북동쪽 175km 해역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  2 201709210146 392 20170921013700.000 5.9   38.0000  144.4000 일본 미야기현(혼슈) 센다이 동쪽 310km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201709210527 397 20170921050950.000 6.5  -18.8100  169.0300 바누아투 포트빌라 남남동쪽 140km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201709231826 420 20170923172918.000 3.0   41.1400  129.2000 북한 함경북도 길주 북북서쪽 23km 지역,,자연지진으로 분석됨,,=
  5 201709232230 422 20170923172916.000 3.2   41.3500  129.0600 북한 함경북도 길주 북북서쪽 49km 지역,,- 발생깊이 : 2 km 내외\n- 2017년 9월 23일 18시 26분에 발표된 북한 지진정보의 정밀분석결과로, 현재까지 자연지진으로 추정됨.,발생시각, 위치, 규모 변경,=
  2 201709232251 423 20170923215302.000 6.1   16.7400  -94.9500 멕시코 오악사카 동쪽 193km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201709240217 425 20170923134300.000 2.6   41.3500  129.0600 북한 함경북도 길주 북북서쪽 49km 지역,,- 발생깊이 : 2km 내외\n- 6차 핵실험 위치에서 북북서쪽 약 6km 부근지역에서 발생한 자연지진으로 추정됨.\n- 본 지진정보는 9월 23일 17시 29분 발생한 지진을 정밀분석하는 과정에서 분석된 결과임.,,=
  2 201709270531 437 20170927052200.000 6.0   40.3000  142.5000 일본 이와테현(혼슈) 모리오카 동북동쪽 133km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201709301538 459 20170930153431.000 2.5   33.4200  127.1500 제주 서귀포시 성산 동쪽 25km 해역,,지진피해 없을 것으로 예상됨,,=
  3 201710040218 490 20171004021148.000 2.4   35.5600  129.8800 울산 동구 동쪽 42km 해역,,지진피해 없을 것으로 예상됨,,=
  3 201710041213 493 20171004121031.000 2.1   36.1600  127.1300 충남 논산시 남동쪽 4km 지역,최대진도Ⅰ,자연지진으로 분석됨,,=
  2 201710061709 505 20171006170000.000 6.0   37.5000  144.0000 일본 미야기현 센다이 동남동쪽 288km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201710070003 509 20171006235600.000 5.9   37.1000  141.2000 일본 후쿠시마현(혼슈) 후쿠시마 남동쪽 98km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201710081222 512 20171008121828.000 2.8   34.8400  127.2500 전남 보성군 동북동쪽 17km 지역,최대진도Ⅲ(전남),Ⅱ(광주),지진피해 없을 것으로 예상됨,,=
  2 201710101559 533 20171010153220.000 6.3  -18.5200  -69.6400 칠레 푸트레 남남서쪽 36km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201710130241 547 20171013014108.000 2.7   41.3900  129.0300 북한 함경북도 길주 북북서쪽 54km 지역,,자연지진으로 분석됨\n지진피해 없을 것으로 예상됨\n발생깊이 3km임,,=
  3 201710160612 564 20171016060845.000 2.8   33.8600  125.3000 전남 신안군 흑산면 남쪽 89km 해역,최대진도Ⅱ(광주,전남),지진피해 없을 것으로 예상됨,,=
  3 201710161554 572 20171016155115.000 2.5   35.7900  129.1900 경북 경주시 남남서쪽 6km 지역,최대진도Ⅲ(경북),Ⅱ(울산,전북),지진피해 없을 것으로 예상됨,,=
  3 201710180500 585 20171018045603.000 2.6   36.5900  129.4500 경북 영덕군 북북동쪽 20km 해역,최대진도Ⅱ(경북),지진피해 없을 것으로 예상됨,,=
  2 201710191809 597 20171019180200.000 5.6   28.3000  131.5000 일본 가고시마현(규슈) 가고시마 남남동쪽 378km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201710200645 601 20171020064159.000 2.0   35.9000  127.5400 전북 진안군 북동쪽 15km 지역,최대진도Ⅱ(전북),지진피해 없을 것으로 예상됨,,=
  3 201710201242 607 20171020122015.000 2.2   38.4400  126.1600 북한 황해북도 평산 서북서쪽 24km 지역,,자연지진으로 분석됨,,=
  3 201710211316 619 20171021131120.000 2.7   33.6300  126.0500 제주 제주시 고산 북북서쪽 39km 해역,최대진도Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 201710290217 693 20171029021456.000 2.2   34.3900  127.3400 전남 고흥군 남남동쪽 25km 해역,최대진도Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 201710301104 698 20171030110210.000 2.1   36.4200  126.4800 충남 보령시 북서쪽 15km 해역,최대진도Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201710310958 706 20171031094211.000 7.0  -21.7000  169.0000 뉴칼레도니아 누메아 동북동쪽 270km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201711080642 774 20171108062638.000 6.6   -4.2800  143.4800 파푸아뉴기니 앙고람 서남서쪽 69km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201711080938 775 20171108093518.000 2.5   33.0500  126.2000 제주 제주시 고산 남쪽 28km 해역,최대진도Ⅱ(광주,전남),지진피해 없을 것으로 예상됨,,=
  3 201711081756 787 20171108175249.000 2.0   35.1600  128.5700 경남 창원시 마산합포구 남쪽 4km 지역,최대진도Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 201711091334 795 20171109132942.000 2.0   35.7500  129.1800 경북 경주시 남남서쪽 10km 지역,최대진도Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201711091649 799 20171109164200.000 6.1   32.2000  142.5000 일본 지바현(혼슈) 지바 남남동쪽 439km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201711111721 807 20171111171851.000 2.2   34.8400  127.4600 전남 순천시 남남서쪽 12km 지역,최대진도Ⅱ(전남),지진피해 없을 것으로 예상됨,,=
  2 201711112157 809 20171111212253.000 5.1   23.6400  120.7100 대만 화롄 서남서쪽 92km 지역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  2 201711130340 828 20171113031819.000 7.2   34.9300   45.7900 이라크 바그다드 북동쪽 218km 지역,,국내영향없음.\n위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201711130731 832 20171113072400.000 5.7   38.0000  145.1000 일본 미야기현(혼슈) 센다이 동쪽 371km 해역,,국내영향없음.\n위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201711131151 836 20171113112824.000 6.5    9.5300  -84.5100 코스타리카 하코 남동쪽 16km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201711140221 852 20171114021756.000 2.7   37.2900  124.8200 인천 백령도 남쪽 75km 해역,최대진도Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 201711151426 874 20171115142232.000 2.2   36.1100  129.3600 경북 포항시 북구 북쪽 7km 지역,최대진도Ⅱ(경북),지진피해 없을 것으로 예상됨,,=
  3 201711151428 876 20171115142244.000 2.6   36.0800  129.3100 경북 포항시 북구 북서쪽 7km 지역,,지진피해 없을 것으로 예상됨,,=
 11 201711151429 840 20171115142931.000 5.5   36.1000  129.3700 경북 포항시 북구 북쪽 6km 지역,,,,=
  3 201711151435 877 20171115142931.000 5.4   36.1200  129.3600 경북 포항시 북구 북쪽 9km 지역,최대진도Ⅵ(경북),Ⅳ(강원,경남,대구,부산,울산,충북),Ⅲ(전북),자연지진으로 분석됨,,=
  3 201711151449 878 20171115143259.000 3.6   36.1000  129.3600 경북 포항시 북구 북쪽 7km 지역,최대진도Ⅵ(경북),Ⅱ(울산),자연지진으로 분석됨,,=
  3 201711151453 881 20171115144600.000 2.5   36.1200  129.3900 경북 포항시 북구 북북동쪽 9km 지역,최대진도Ⅱ(강원,경북,전북),자연지진으로 분석됨,,=
  3 201711151456 885 20171115145255.000 2.4   36.1100  129.3500 경북 포항시 북구 북쪽 8km 지역,최대진도Ⅲ(경북),Ⅱ(전북),자연지진으로 분석됨,,=
  3 201711151500 886 20171115145632.000 2.8   36.1000  129.3500 경북 포항시 북구 북북서쪽 7km 지역,최대진도Ⅳ(경북),Ⅱ(강원),자연지진으로 분석됨,,=
  3 201711151503 891 20171115150054.000 2.9   36.1000  129.3500 경북 포항시 북구 북쪽 7km 지역,최대진도Ⅳ(경북),Ⅱ(강원),자연지진으로 분석됨,,=
 14 201711151513 841 20171115150949.000 3.6   36.0900  129.3300 경북 포항시 북구 북북서쪽 6km 지역,,,,=
  3 201711151529 918 20171115150950.000 3.5   36.0900  129.3400 경북 포항시 북구 북북서쪽 6km 지역,,자연지진으로 분석됨,,=
  3 201711151614 934 20171115161101.000 2.9   36.1300  129.3600 경북 포항시 북구 북쪽 10km 지역,최대진도Ⅲ(경북),Ⅱ(전북),경북 포항지진의 여진입니다. 안전에 주의바랍니다. \n자연지진으로 분석됨,,=
 14 201711151650 940 20171115164930.000 4.6   36.1100  129.3600 경북 포항시 북구 북쪽 8Km 지역,최대진도Ⅵ(경북),Ⅲ(울산),Ⅱ(강원,경남,대구,부산),,,=
  3 201711151654 463 20171115164930.000 4.3   36.1200  129.3600 경북 포항시 북구 북쪽 9km 지역,최대진도Ⅶ(경북),Ⅲ(대구,울산),Ⅱ(강원,경남,부산,충북),경북 포항지진의 여진입니다.,,=
  3 201711151716 463 20171115171113.000 2.8   36.0000  129.3400 경북 포항시 남구 서남서쪽 2km 지역,,,,=
  3 201711151845 947 20171115184146.000 2.1   36.0900  129.3200 경북 포항시 북구 북서쪽 6km 지역,최대진도Ⅰ,경북 포항지진의 여진입니다.,,=
  3 201711151859 948 20171115185736.000 2.3   36.1100  129.3500 경북 포항시 북구 북북서쪽 8km 지역,최대진도Ⅲ(경북),경북 포항지진의 여진입니다.,,=
  3 201711152057 952 20171115205425.000 2.4   36.1000  129.3500 경북 포항시 북구 북북서쪽 7km 지역,최대진도Ⅳ(경북),Ⅲ(강원),경북 포항지진의 여진입니다.,,=
  3 201711152202 954 20171115215927.000 2.1   36.1400  129.3600 경북 포항시 북구 북쪽 10km 지역,최대진도Ⅰ,경북 포항지진의 여진입니다.,,=
  3 201711152231 957 20171115222430.000 2.1   36.1400  129.3800 경북 포항시 북구 북쪽 11km 지역,,경북 포항지진의 여진입니다.,,=
  3 201711152246 958 20171115224312.000 2.1   36.1100  129.3600 경북 포항시 북구 북쪽 7km 지역,최대진도Ⅲ(강원),Ⅱ(경북),경북 포항지진의 여진입니다.,,=
  3 201711152308 959 20171115230516.000 2.0   36.1000  129.3600 경북 포항시 북구 북쪽 6km 지역,최대진도Ⅱ(경북),경북 포항지진의 여진입니다.,,=
  3 201711152321 961 20171115231807.000 2.1   36.1300  129.3800 경북 포항시 북구 북쪽 10km 지역,,경북 포항지진의 여진입니다.,,=
  3 201711160024 962 20171116002153.000 2.4   36.1400  129.3500 경북 포항시 북구 북쪽 10km 지역,최대진도Ⅱ(경북),경북 포항지진의 여진입니다.,,=
  3 201711160041 963 20171116003814.000 2.0   36.0900  129.3500 경북 포항시 북구 북북서쪽 6km 지역,최대진도Ⅱ(경북),경북 포항지진의 여진입니다.,,=
  3 201711160126 964 20171116012312.000 2.1   36.0900  129.3500 경북 포항시 북구 북북서쪽 6km 지역,최대진도Ⅱ(경북),경북 포항지진의 여진입니다.,,=
  3 201711160139 965 20171116013605.000 2.5   36.1400  129.3600 경북 포항시 북구 북쪽 10km 지역,최대진도Ⅲ(경북),경북 포항지진의 여진입니다.,,=
  3 201711160240 966 20171116023743.000 2.3   36.1400  129.3700 경북 포항시 북구 북쪽 11km 지역,최대진도Ⅱ(경북),경북 포항지진의 여진입니다.,,=
  3 201711160507 968 20171116050337.000 2.0   36.0800  129.3400 경북 포항시 북구 북북서쪽 5km 지역,,경북 포항지진의 여진입니다.,,=
  3 201711160557 970 20171116055411.000 2.5   36.0900  129.3400 경북 포항시 북구 북북서쪽 6km 지역,최대진도Ⅲ(경북),Ⅱ(강원),경북 포항지진의 여진입니다.,,=
 14 201711160903 972 20171116090242.000 3.8   36.1100  129.3800 경북 포항시 북구 북쪽 8Km 지역,최대진도Ⅴ(경북),Ⅱ(울산),,,=
  3 201711160906 972 20171116090242.000 3.6   36.1200  129.3700 경북 포항시 북구 북쪽 8km 지역,최대진도Ⅴ(경북),Ⅱ(강원,대구,울산),경북 포항지진의 여진입니다.,,=
  3 201711160949 973 20171116094728.000 2.1   36.1200  129.3700 경북 포항시 북구 북쪽 9km 지역,최대진도Ⅰ,경북 포항지진의 여진입니다.,,=
  3 201711161040 974 20171116103734.000 2.3   36.1000  129.3500 경북 포항시 북구 북북서쪽 6km 지역,최대진도Ⅲ(경북),Ⅱ(강원),경북 포항지진의 여진입니다.,,=
  3 201711161407 976 20171116140404.000 2.3   36.1300  129.3700 경북 포항시 북구 북쪽 10km 지역,최대진도Ⅰ,경북 포항지진의 여진입니다.,,=
  3 201711161434 977 20171116143109.000 2.0   36.1000  129.3400 경북 포항시 북구 북북서쪽 7km 지역,최대진도Ⅱ(강원,경북),경북 포항지진의 여진입니다.,,=
  3 201711161652 978 20171116164831.000 2.4   36.1200  129.3600 경북 포항시 북구 북쪽 8km 지역,최대진도Ⅱ(경북),경북 포항지진의 여진입니다.,,=
  3 201711161734 979 20171116173121.000 2.0   36.1100  129.3700 경북 포항시 북구 북쪽 7km 지역,최대진도Ⅱ(강원),경북 포항지진의 여진입니다.,,=
